Date time,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Precipitation,Conditions
1/20/2001,40.9,53,46.6,82.16,0,Partially cloudy
1/21/2001,38.2,54.2,46.7,81.34,0,Partially cloudy
1/22/2001,38.3,57.8,47.9,81.4,0,Clear
1/23/2001,46.9,54.8,50.6,86.8,0.25,"Rain, Overcast"
1/24/2001,44.5,53.8,48.3,81.63,0.19,"Rain, Overcast"
1/25/2001,42.1,52.8,46.4,86.79,0.91,"Rain, Overcast"
1/26/2001,41.2,51.8,46.3,84.34,0.24,"Rain, Partially cloudy"
1/27/2001,36.8,56.6,46.8,74,0,Clear
1/28/2001,37.6,53.5,47,75.47,0,Partially cloudy
1/29/2001,43.5,55.2,49.5,79.08,0.08,"Rain, Partially cloudy"
1/30/2001,40.1,52.9,46.9,65.28,0,Partially cloudy
1/31/2001,38.4,57.8,48.3,58.1,0,Clear
2/1/2001,39.1,54.2,47.4,75.68,0,Partially cloudy
2/2/2001,41.3,56,49.1,81.29,0,Partially cloudy
2/3/2001,45,62.4,52.8,80.99,0,Partially cloudy
2/4/2001,48.9,70.5,57.1,79.75,0,Clear
2/5/2001,46.1,62.6,52.4,90.98,0,Partially cloudy
2/6/2001,45.9,52.6,48.8,67.32,0,Partially cloudy
2/7/2001,40,54.1,47.5,46.76,0,Clear
2/8/2001,42.4,54.5,49.1,49.64,0,Partially cloudy
2/9/2001,43.8,50.7,47.9,83.76,0.65,"Rain, Overcast"
2/10/2001,43.7,51.2,46.7,83.17,0.46,"Rain, Overcast"
2/11/2001,42.1,50.8,46.5,80.54,0.64,"Rain, Overcast"
2/12/2001,39.1,50,43.1,88.24,0.51,"Rain, Overcast"
2/13/2001,38.7,56.4,48.9,63.3,0,Partially cloudy
2/14/2001,40.8,54,47.8,82.2,0,Partially cloudy
2/15/2001,40.5,54.3,47.7,84.62,0,Partially cloudy
2/16/2001,44.5,58.9,50.9,74.4,0,Partially cloudy
2/17/2001,49.1,58.1,52.8,78.65,0.66,"Rain, Overcast"
2/18/2001,49.9,56.1,52.2,91.34,0.12,"Rain, Overcast"
2/19/2001,48.6,57,52.3,83.54,0.83,"Rain, Overcast"
2/20/2001,49.8,56.6,53.2,80.45,0.24,"Rain, Overcast"
2/21/2001,49.6,57.9,53,79.61,0.21,"Rain, Overcast"
2/22/2001,46.2,53.1,49.6,78.14,0.7,"Rain, Overcast"
